job_id,experience_level,years_of_experience
AIJOB0900,Entry (0-2 yrs),6
AIJOB0819,Mid (3-5 yrs),6
AIJOB0820,Mid (3-5 yrs),6
AIJOB0821,Lead (10+ yrs),6
AIJOB0822,Mid (3-5 yrs),6
AIJOB0823,Lead (10+ yrs),6
AIJOB0914,Entry (0-2 yrs),6
AIJOB0825,Mid (3-5 yrs),6
AIJOB0826,Mid (3-5 yrs),6
AIJOB0827,Lead (10+ yrs),6
AIJOB0828,Mid (3-5 yrs),6
AIJOB0919,Entry (0-2 yrs),6
AIJOB1424,Entry (0-2 yrs),5
AIJOB0449,Senior (6-9 yrs),5
AIJOB1448,Entry (0-2 yrs),5
AIJOB1476,Entry (0-2 yrs),5
AIJOB0454,Senior (6-9 yrs),5
AIJOB1483,Entry (0-2 yrs),5
AIJOB0459,Senior (6-9 yrs),5
AIJOB0460,Lead (10+ yrs),5
AIJOB0006,Entry (0-2 yrs),5
AIJOB0053,Entry (0-2 yrs),5
AIJOB0055,Entry (0-2 yrs),5
AIJOB0065,Entry (0-2 yrs),5
AIJOB0468,Lead (10+ yrs),5
AIJOB0470,Senior (6-9 yrs),5
AIJOB0471,Lead (10+ yrs),5
AIJOB0069,Entry (0-2 yrs),5
AIJOB0474,Lead (10+ yrs),5
AIJOB0078,Entry (0-2 yrs),5
AIJOB0098,Entry (0-2 yrs),5
AIJOB0478,Senior (6-9 yrs),5
AIJOB0481,Lead (10+ yrs),5
AIJOB0482,Lead (10+ yrs),5
AIJOB0483,Senior (6-9 yrs),5
AIJOB0484,Senior (6-9 yrs),5
AIJOB0485,Lead (10+ yrs),5
AIJOB0135,Entry (0-2 yrs),5
AIJOB0487,Senior (6-9 yrs),5
AIJOB0489,Senior (6-9 yrs),5
AIJOB0491,Senior (6-9 yrs),5
AIJOB0492,Lead (10+ yrs),5
AIJOB0493,Senior (6-9 yrs),5
AIJOB0494,Senior (6-9 yrs),5
AIJOB0495,Lead (10+ yrs),5
AIJOB0180,Entry (0-2 yrs),5
AIJOB0200,Entry (0-2 yrs),5
AIJOB0498,Lead (10+ yrs),5
AIJOB0499,Senior (6-9 yrs),5
AIJOB0500,Senior (6-9 yrs),5
AIJOB0501,Senior (6-9 yrs),5
AIJOB0502,Senior (6-9 yrs),5
AIJOB0503,Lead (10+ yrs),5
AIJOB0226,Entry (0-2 yrs),5
AIJOB0506,Lead (10+ yrs),5
AIJOB0237,Entry (0-2 yrs),5
AIJOB0508,Lead (10+ yrs),5
AIJOB0509,Lead (10+ yrs),5
AIJOB0510,Senior (6-9 yrs),5
AIJOB0511,Lead (10+ yrs),5
AIJOB0243,Entry (0-2 yrs),5
AIJOB0513,Lead (10+ yrs),5
AIJOB0514,Lead (10+ yrs),5
AIJOB0515,Lead (10+ yrs),5
AIJOB0516,Lead (10+ yrs),5
AIJOB0267,Entry (0-2 yrs),5
AIJOB0306,Entry (0-2 yrs),5
AIJOB0326,Entry (0-2 yrs),5
AIJOB0344,Entry (0-2 yrs),5
AIJOB0362,Entry (0-2 yrs),5
AIJOB0524,Senior (6-9 yrs),5
AIJOB0412,Entry (0-2 yrs),5
AIJOB0421,Entry (0-2 yrs),5
AIJOB0528,Senior (6-9 yrs),5
AIJOB0529,Lead (10+ yrs),5
AIJOB0530,Senior (6-9 yrs),5
AIJOB0527,Entry (0-2 yrs),5
AIJOB0532,Lead (10+ yrs),5
AIJOB0533,Senior (6-9 yrs),5
AIJOB0534,Senior (6-9 yrs),5
AIJOB0536,Lead (10+ yrs),5
AIJOB0537,Senior (6-9 yrs),5
AIJOB0538,Lead (10+ yrs),5
AIJOB0558,Entry (0-2 yrs),5
AIJOB0540,Senior (6-9 yrs),5
AIJOB0567,Entry (0-2 yrs),5
AIJOB0692,Entry (0-2 yrs),5
AIJOB0543,Lead (10+ yrs),5
AIJOB0544,Lead (10+ yrs),5
AIJOB0548,Senior (6-9 yrs),5
AIJOB0696,Entry (0-2 yrs),5
AIJOB0551,Senior (6-9 yrs),5
AIJOB0552,Lead (10+ yrs),5
AIJOB0553,Senior (6-9 yrs),5
AIJOB0554,Lead (10+ yrs),5
AIJOB0555,Lead (10+ yrs),5
AIJOB0556,Lead (10+ yrs),5
AIJOB0557,Senior (6-9 yrs),5
AIJOB0747,Entry (0-2 yrs),5
AIJOB0780,Entry (0-2 yrs),5
AIJOB0562,Lead (10+ yrs),5
AIJOB0564,Lead (10+ yrs),5
AIJOB0807,Entry (0-2 yrs),5
AIJOB0566,Lead (10+ yrs),5
AIJOB0824,Entry (0-2 yrs),5
AIJOB0568,Senior (6-9 yrs),5
AIJOB0569,Senior (6-9 yrs),5
AIJOB0570,Lead (10+ yrs),5
AIJOB0571,Lead (10+ yrs),5
AIJOB0834,Entry (0-2 yrs),5
AIJOB0864,Entry (0-2 yrs),5
AIJOB0577,Lead (10+ yrs),5
AIJOB0578,Lead (10+ yrs),5
AIJOB0579,Lead (10+ yrs),5
AIJOB0868,Entry (0-2 yrs),5
AIJOB0581,Senior (6-9 yrs),5
AIJOB0884,Entry (0-2 yrs),5
AIJOB0583,Senior (6-9 yrs),5
AIJOB0584,Lead (10+ yrs),5
AIJOB0585,Lead (10+ yrs),5
AIJOB0587,Senior (6-9 yrs),5
AIJOB0588,Senior (6-9 yrs),5
AIJOB0590,Lead (10+ yrs),5
AIJOB0899,Entry (0-2 yrs),5
AIJOB0592,Senior (6-9 yrs),5
AIJOB0593,Lead (10+ yrs),5
AIJOB0595,Senior (6-9 yrs),5
AIJOB0596,Lead (10+ yrs),5
AIJOB0598,Lead (10+ yrs),5
AIJOB0599,Senior (6-9 yrs),5
AIJOB0601,Senior (6-9 yrs),5
AIJOB0602,Lead (10+ yrs),5
AIJOB0603,Lead (10+ yrs),5
AIJOB0921,Entry (0-2 yrs),5
AIJOB0605,Senior (6-9 yrs),5
AIJOB0606,Lead (10+ yrs),5
AIJOB0608,Senior (6-9 yrs),5
AIJOB0610,Senior (6-9 yrs),5
AIJOB0612,Lead (10+ yrs),5
AIJOB0615,Lead (10+ yrs),5
AIJOB0616,Lead (10+ yrs),5
AIJOB0617,Lead (10+ yrs),5
AIJOB0957,Entry (0-2 yrs),5
AIJOB0619,Lead (10+ yrs),5
AIJOB0966,Entry (0-2 yrs),5
AIJOB0280,Senior (6-9 yrs),4
AIJOB0155,Entry (0-2 yrs),4
AIJOB0283,Lead (10+ yrs),4
AIJOB0285,Lead (10+ yrs),4
AIJOB0174,Entry (0-2 yrs),4
AIJOB0287,Lead (10+ yrs),4
AIJOB0288,Senior (6-9 yrs),4
AIJOB0289,Senior (6-9 yrs),4
AIJOB0290,Senior (6-9 yrs),4
AIJOB0295,Lead (10+ yrs),4
AIJOB0228,Entry (0-2 yrs),4
AIJOB0300,Senior (6-9 yrs),4
AIJOB0301,Senior (6-9 yrs),4
AIJOB0302,Lead (10+ yrs),4
AIJOB0303,Senior (6-9 yrs),4
AIJOB0240,Entry (0-2 yrs),4
AIJOB0307,Senior (6-9 yrs),4
AIJOB0259,Entry (0-2 yrs),4
AIJOB0309,Lead (10+ yrs),4
AIJOB0310,Lead (10+ yrs),4
AIJOB0311,Senior (6-9 yrs),4
AIJOB0260,Entry (0-2 yrs),4
AIJOB0315,Senior (6-9 yrs),4
AIJOB0263,Entry (0-2 yrs),4
AIJOB0317,Senior (6-9 yrs),4
AIJOB0319,Senior (6-9 yrs),4
AIJOB0265,Entry (0-2 yrs),4
AIJOB0321,Senior (6-9 yrs),4
AIJOB0322,Lead (10+ yrs),4
AIJOB0325,Entry (0-2 yrs),4
AIJOB0324,Lead (10+ yrs),4
AIJOB0380,Entry (0-2 yrs),4
AIJOB0519,Entry (0-2 yrs),4
AIJOB0328,Senior (6-9 yrs),4
AIJOB0329,Lead (10+ yrs),4
AIJOB0330,Senior (6-9 yrs),4
AIJOB0539,Entry (0-2 yrs),4
AIJOB0334,Senior (6-9 yrs),4
AIJOB0591,Entry (0-2 yrs),4
AIJOB0336,Lead (10+ yrs),4
AIJOB0338,Lead (10+ yrs),4
AIJOB0341,Senior (6-9 yrs),4
AIJOB0342,Lead (10+ yrs),4
AIJOB0343,Lead (10+ yrs),4
AIJOB0650,Entry (0-2 yrs),4
AIJOB0345,Senior (6-9 yrs),4
AIJOB0346,Lead (10+ yrs),4
AIJOB0666,Entry (0-2 yrs),4
AIJOB0349,Senior (6-9 yrs),4
AIJOB0350,Senior (6-9 yrs),4
AIJOB0351,Senior (6-9 yrs),4
AIJOB0352,Senior (6-9 yrs),4
AIJOB0353,Lead (10+ yrs),4
AIJOB0354,Lead (10+ yrs),4
AIJOB0355,Senior (6-9 yrs),4
AIJOB0356,Lead (10+ yrs),4
AIJOB0357,Senior (6-9 yrs),4
AIJOB0678,Entry (0-2 yrs),4
AIJOB0359,Senior (6-9 yrs),4
AIJOB0360,Lead (10+ yrs),4
AIJOB0361,Senior (6-9 yrs),4
AIJOB0685,Entry (0-2 yrs),4
AIJOB0363,Senior (6-9 yrs),4
AIJOB0365,Lead (10+ yrs),4
AIJOB0368,Senior (6-9 yrs),4
AIJOB0693,Entry (0-2 yrs),4
AIJOB0745,Entry (0-2 yrs),4
AIJOB0374,Senior (6-9 yrs),4
AIJOB0375,Lead (10+ yrs),4
AIJOB0790,Entry (0-2 yrs),4
AIJOB0915,Entry (0-2 yrs),4
AIJOB0956,Entry (0-2 yrs),4
AIJOB0960,Entry (0-2 yrs),4
AIJOB0382,Lead (10+ yrs),4
AIJOB1035,Entry (0-2 yrs),4
AIJOB0384,Lead (10+ yrs),4
AIJOB0385,Lead (10+ yrs),4
AIJOB0386,Senior (6-9 yrs),4
AIJOB0388,Senior (6-9 yrs),4
AIJOB0391,Senior (6-9 yrs),4
AIJOB0392,Lead (10+ yrs),4
AIJOB0393,Senior (6-9 yrs),4
AIJOB0394,Senior (6-9 yrs),4
AIJOB0396,Senior (6-9 yrs),4
AIJOB0397,Lead (10+ yrs),4
AIJOB0398,Lead (10+ yrs),4
AIJOB0399,Lead (10+ yrs),4
AIJOB1078,Entry (0-2 yrs),4
AIJOB0402,Lead (10+ yrs),4
AIJOB0403,Senior (6-9 yrs),4
AIJOB0404,Lead (10+ yrs),4
AIJOB1084,Entry (0-2 yrs),4
AIJOB0407,Lead (10+ yrs),4
AIJOB0408,Lead (10+ yrs),4
AIJOB0410,Senior (6-9 yrs),4
AIJOB1118,Entry (0-2 yrs),4
AIJOB0413,Lead (10+ yrs),4
AIJOB0415,Lead (10+ yrs),4
AIJOB0416,Senior (6-9 yrs),4
AIJOB0417,Lead (10+ yrs),4
AIJOB0418,Lead (10+ yrs),4
AIJOB1128,Entry (0-2 yrs),4
AIJOB0420,Senior (6-9 yrs),4
AIJOB1168,Entry (0-2 yrs),4
AIJOB0422,Lead (10+ yrs),4
AIJOB0423,Senior (6-9 yrs),4
AIJOB0424,Lead (10+ yrs),4
AIJOB0426,Senior (6-9 yrs),4
AIJOB0427,Lead (10+ yrs),4
AIJOB0428,Senior (6-9 yrs),4
AIJOB0429,Lead (10+ yrs),4
AIJOB0430,Lead (10+ yrs),4
AIJOB0431,Lead (10+ yrs),4
AIJOB0435,Senior (6-9 yrs),4
AIJOB1350,Entry (0-2 yrs),4
AIJOB0438,Lead (10+ yrs),4
AIJOB0439,Lead (10+ yrs),4
AIJOB1412,Entry (0-2 yrs),4
AIJOB0441,Senior (6-9 yrs),4
AIJOB0442,Senior (6-9 yrs),4
AIJOB0443,Senior (6-9 yrs),4
AIJOB0112,Lead (10+ yrs),3
AIJOB1114,Entry (0-2 yrs),3
AIJOB0114,Senior (6-9 yrs),3
AIJOB0115,Senior (6-9 yrs),3
AIJOB0116,Lead (10+ yrs),3
AIJOB0120,Senior (6-9 yrs),3
AIJOB0122,Senior (6-9 yrs),3
AIJOB1185,Entry (0-2 yrs),3
AIJOB0124,Lead (10+ yrs),3
AIJOB0125,Lead (10+ yrs),3
AIJOB0126,Lead (10+ yrs),3
AIJOB0127,Lead (10+ yrs),3
AIJOB1213,Entry (0-2 yrs),3
AIJOB0129,Senior (6-9 yrs),3
AIJOB1223,Entry (0-2 yrs),3
AIJOB0131,Senior (6-9 yrs),3
AIJOB0132,Lead (10+ yrs),3
AIJOB0133,Senior (6-9 yrs),3
AIJOB1279,Entry (0-2 yrs),3
AIJOB1291,Entry (0-2 yrs),3
AIJOB1331,Entry (0-2 yrs),3
AIJOB0138,Senior (6-9 yrs),3
AIJOB0139,Lead (10+ yrs),3
AIJOB1365,Entry (0-2 yrs),3
AIJOB0143,Lead (10+ yrs),3
AIJOB0144,Lead (10+ yrs),3
AIJOB1415,Entry (0-2 yrs),3
AIJOB0148,Senior (6-9 yrs),3
AIJOB0149,Lead (10+ yrs),3
AIJOB0150,Lead (10+ yrs),3
AIJOB0151,Senior (6-9 yrs),3
AIJOB1425,Entry (0-2 yrs),3
AIJOB0154,Senior (6-9 yrs),3
AIJOB0009,Entry (0-2 yrs),3
AIJOB0016,Entry (0-2 yrs),3
AIJOB0157,Lead (10+ yrs),3
AIJOB0048,Entry (0-2 yrs),3
AIJOB0159,Lead (10+ yrs),3
AIJOB0160,Lead (10+ yrs),3
AIJOB0163,Lead (10+ yrs),3
AIJOB0164,Senior (6-9 yrs),3
AIJOB0166,Senior (6-9 yrs),3
AIJOB0103,Entry (0-2 yrs),3
AIJOB0168,Senior (6-9 yrs),3
AIJOB0169,Senior (6-9 yrs),3
AIJOB0130,Entry (0-2 yrs),3
AIJOB0173,Lead (10+ yrs),3
AIJOB0141,Entry (0-2 yrs),3
AIJOB0176,Lead (10+ yrs),3
AIJOB0223,Entry (0-2 yrs),3
AIJOB0316,Entry (0-2 yrs),3
AIJOB0179,Senior (6-9 yrs),3
AIJOB0370,Entry (0-2 yrs),3
AIJOB0419,Entry (0-2 yrs),3
AIJOB0182,Lead (10+ yrs),3
AIJOB0184,Senior (6-9 yrs),3
AIJOB0185,Lead (10+ yrs),3
AIJOB0186,Senior (6-9 yrs),3
AIJOB0440,Entry (0-2 yrs),3
AIJOB0189,Lead (10+ yrs),3
AIJOB0191,Senior (6-9 yrs),3
AIJOB0192,Senior (6-9 yrs),3
AIJOB0193,Senior (6-9 yrs),3
AIJOB0194,Lead (10+ yrs),3
AIJOB0195,Lead (10+ yrs),3
AIJOB0196,Lead (10+ yrs),3
AIJOB0197,Lead (10+ yrs),3
AIJOB0461,Entry (0-2 yrs),3
AIJOB0199,Senior (6-9 yrs),3
AIJOB0507,Entry (0-2 yrs),3
AIJOB0201,Senior (6-9 yrs),3
AIJOB0208,Lead (10+ yrs),3
AIJOB0575,Entry (0-2 yrs),3
AIJOB0211,Lead (10+ yrs),3
AIJOB0212,Lead (10+ yrs),3
AIJOB0580,Entry (0-2 yrs),3
AIJOB0620,Entry (0-2 yrs),3
AIJOB0216,Senior (6-9 yrs),3
AIJOB0679,Entry (0-2 yrs),3
AIJOB0218,Lead (10+ yrs),3
AIJOB0219,Lead (10+ yrs),3
AIJOB0699,Entry (0-2 yrs),3
AIJOB0222,Lead (10+ yrs),3
AIJOB0711,Entry (0-2 yrs),3
AIJOB0729,Entry (0-2 yrs),3
AIJOB0740,Entry (0-2 yrs),3
AIJOB0767,Entry (0-2 yrs),3
AIJOB0230,Lead (10+ yrs),3
AIJOB0231,Senior (6-9 yrs),3
AIJOB0233,Senior (6-9 yrs),3
AIJOB0234,Senior (6-9 yrs),3
AIJOB0808,Entry (0-2 yrs),3
AIJOB0810,Entry (0-2 yrs),3
AIJOB0853,Entry (0-2 yrs),3
AIJOB0242,Senior (6-9 yrs),3
AIJOB0859,Entry (0-2 yrs),3
AIJOB0873,Entry (0-2 yrs),3
AIJOB0246,Lead (10+ yrs),3
AIJOB0971,Entry (0-2 yrs),3
AIJOB0249,Lead (10+ yrs),3
AIJOB0251,Lead (10+ yrs),3
AIJOB0252,Lead (10+ yrs),3
AIJOB0253,Lead (10+ yrs),3
AIJOB1031,Entry (0-2 yrs),3
AIJOB0255,Lead (10+ yrs),3
AIJOB0256,Senior (6-9 yrs),3
AIJOB0258,Lead (10+ yrs),3
AIJOB1075,Entry (0-2 yrs),3
AIJOB1124,Entry (0-2 yrs),3
AIJOB1137,Entry (0-2 yrs),3
AIJOB1186,Entry (0-2 yrs),3
AIJOB1191,Entry (0-2 yrs),3
AIJOB0264,Lead (10+ yrs),3
AIJOB1234,Entry (0-2 yrs),3
AIJOB1267,Entry (0-2 yrs),3
AIJOB1311,Entry (0-2 yrs),3
AIJOB1335,Entry (0-2 yrs),3
AIJOB0270,Senior (6-9 yrs),3
AIJOB1395,Entry (0-2 yrs),3
AIJOB1422,Entry (0-2 yrs),3
AIJOB0273,Senior (6-9 yrs),3
AIJOB0010,Entry (0-2 yrs),3
AIJOB0082,Entry (0-2 yrs),3
AIJOB0277,Senior (6-9 yrs),3
AIJOB0013,Mid (3-5 yrs),2
AIJOB0015,Senior (6-9 yrs),2
AIJOB0018,Mid (3-5 yrs),2
AIJOB0019,Senior (6-9 yrs),2
AIJOB0020,Lead (10+ yrs),2
AIJOB0021,Senior (6-9 yrs),2
AIJOB0022,Senior (6-9 yrs),2
AIJOB0023,Lead (10+ yrs),2
AIJOB0024,Lead (10+ yrs),2
AIJOB0025,Mid (3-5 yrs),2
AIJOB0026,Lead (10+ yrs),2
AIJOB0028,Mid (3-5 yrs),2
AIJOB0029,Lead (10+ yrs),2
AIJOB0030,Senior (6-9 yrs),2
AIJOB0031,Lead (10+ yrs),2
AIJOB0032,Lead (10+ yrs),2
AIJOB0033,Mid (3-5 yrs),2
AIJOB0035,Lead (10+ yrs),2
AIJOB0036,Lead (10+ yrs),2
AIJOB0037,Senior (6-9 yrs),2
AIJOB0038,Senior (6-9 yrs),2
AIJOB0039,Lead (10+ yrs),2
AIJOB0040,Lead (10+ yrs),2
AIJOB0043,Senior (6-9 yrs),2
AIJOB0044,Senior (6-9 yrs),2
AIJOB0045,Mid (3-5 yrs),2
AIJOB0046,Mid (3-5 yrs),2
AIJOB0047,Senior (6-9 yrs),2
AIJOB0049,Senior (6-9 yrs),2
AIJOB0050,Lead (10+ yrs),2
AIJOB0051,Senior (6-9 yrs),2
AIJOB0052,Lead (10+ yrs),2
AIJOB0056,Lead (10+ yrs),2
AIJOB0059,Mid (3-5 yrs),2
AIJOB0063,Mid (3-5 yrs),2
AIJOB0064,Mid (3-5 yrs),2
AIJOB0066,Lead (10+ yrs),2
AIJOB0067,Senior (6-9 yrs),2
AIJOB0068,Lead (10+ yrs),2
AIJOB0070,Mid (3-5 yrs),2
AIJOB0072,Senior (6-9 yrs),2
AIJOB0074,Mid (3-5 yrs),2
AIJOB0075,Mid (3-5 yrs),2
AIJOB0076,Lead (10+ yrs),2
AIJOB0077,Senior (6-9 yrs),2
AIJOB0079,Senior (6-9 yrs),2
AIJOB0080,Senior (6-9 yrs),2
AIJOB0081,Mid (3-5 yrs),2
AIJOB0083,Senior (6-9 yrs),2
AIJOB0084,Senior (6-9 yrs),2
AIJOB0085,Mid (3-5 yrs),2
AIJOB0086,Senior (6-9 yrs),2
AIJOB0087,Lead (10+ yrs),2
AIJOB0089,Senior (6-9 yrs),2
AIJOB0090,Lead (10+ yrs),2
AIJOB0091,Lead (10+ yrs),2
AIJOB0092,Lead (10+ yrs),2
AIJOB0093,Mid (3-5 yrs),2
AIJOB0094,Mid (3-5 yrs),2
AIJOB0096,Lead (10+ yrs),2
AIJOB0097,Senior (6-9 yrs),2
AIJOB0099,Mid (3-5 yrs),2
AIJOB0100,Lead (10+ yrs),2
AIJOB0101,Senior (6-9 yrs),2
AIJOB0102,Lead (10+ yrs),2
AIJOB0104,Senior (6-9 yrs),2
AIJOB0105,Senior (6-9 yrs),2
AIJOB0106,Senior (6-9 yrs),2
AIJOB0107,Lead (10+ yrs),2
AIJOB0108,Lead (10+ yrs),2
AIJOB0109,Lead (10+ yrs),2
AIJOB0110,Mid (3-5 yrs),2
AIJOB0111,Mid (3-5 yrs),2
AIJOB0001,Senior (6-9 yrs),1
AIJOB0002,Senior (6-9 yrs),1
AIJOB0003,Senior (6-9 yrs),1
AIJOB0004,Senior (6-9 yrs),1
AIJOB0005,Lead (10+ yrs),1
AIJOB0007,Mid (3-5 yrs),1
AIJOB0008,Mid (3-5 yrs),1
AIJOB0012,Mid (3-5 yrs),1
